model,data_augmentations,instance_id,train_trial_index,score,score_name,unique_id_inc_seed,split,sub_split
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id15,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id15_0",valid,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id16,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id16_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id17,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id17_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id18,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id18_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id19,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id19_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id20,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id20_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id21,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id21_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id22,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id22_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id23,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id23_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id24,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id24_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id25,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id25_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id26,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id26_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id27,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id27_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id28,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id28_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id29,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id29_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id30,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id30_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id31,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id31_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id32,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id32_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id33,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id33_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id34,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id34_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id35,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id35_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id36,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id36_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id37,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id37_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id38,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id38_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id39,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id39_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id40,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id40_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id41,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id41_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id42,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id42_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id43,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id43_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id44,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id44_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id45,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id45_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id46,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id46_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id47,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id47_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id48,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id48_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id49,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id49_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id50,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id50_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id51,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id51_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id52,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id52_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id53,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id53_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id54,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id54_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id55,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id55_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id56,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id56_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id57,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id57_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id58,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id58_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id59,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id59_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id60,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id60_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id61,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id61_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id62,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id62_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id63,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id63_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id64,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id64_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id65,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id65_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id66,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id66_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id67,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id67_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id68,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id68_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id69,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id69_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id70,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id70_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id71,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id71_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id72,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id72_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id73,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id73_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id74,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id74_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id75,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id75_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id76,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id76_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id77,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id77_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id78,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id78_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id79,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id79_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id80,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id80_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id81,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id81_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id82,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id82_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id83,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id83_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id84,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id84_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id85,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id85_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id86,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id86_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id87,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id87_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id88,0,1.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id88_0",test,
ai21_j1-grande-v2-beta,"/dccstor/nlgforbi/fm-eval/dev/research-helm/benchmark_output/runs/v0.2.2/mmlu:subject=computer_security,method=multiple_choice_joint,model=ai21_j1-grande-v2-beta,data_augmentation=canonical",id89,0,0.0,exact_match,"mmlu:subject=computer_security,method=multiple_choice_joint_id89_0",test,
